Date,Precipitation,Temperature,Wind Speed,Humidity,Daylight Hours
2020-05-12,0.0,21.2,3.0,59.0,10.1
2020-05-13,0.0,21.1,4.1,44.0,11.1
2020-05-14,0.0,19.9,3.0,43.0,12.2
2020-05-15,1.5,19.9,2.4,58.0,1.1
2020-05-16,17.5,17.3,5.0,91.0,0.0
2020-05-17,0.0,20.7,1.9,79.0,5.8
2020-05-18,53.0,21.1,3.6,81.0,3.2
2020-05-19,2.5,20.8,5.3,68.0,2.6
2020-05-20,0.0,19.7,4.9,53.0,7.8
2020-05-21,0.0,18.2,4.3,60.0,12.1
2020-05-22,0.0,20.4,3.5,64.0,5.3
2020-05-23,0.0,22.3,4.1,67.0,13.0
2020-05-24,0.0,22.4,3.5,75.0,8.4
2020-05-25,0.0,22.3,3.2,70.0,5.4
2020-05-26,3.5,21.5,2.3,78.0,0.6
2020-05-27,1.5,21.6,3.5,67.0,8.3
2020-05-28,0.0,21.8,3.6,46.0,12.7
2020-05-29,0.0,22.6,3.0,38.0,13.5
2020-05-30,0.0,23.0,3.5,49.0,11.1
2020-05-31,5.0,20.9,4.8,71.0,0.0
2020-06-01,0.0,22.3,3.6,73.0,5.3
2020-06-02,0.0,23.9,3.6,70.0,11.4
2020-06-03,0.0,23.3,2.2,71.0,4.2
2020-06-04,0.0,24.0,2.9,71.0,9.9
2020-06-05,0.0,24.8,3.1,69.0,8.9
2020-06-06,0.0,25.1,1.8,61.0,0.1
2020-06-07,0.0,24.8,3.2,39.0,13.7
2020-06-08,0.0,23.6,4.0,57.0,13.9
2020-06-09,0.0,24.4,3.3,70.0,11.0
2020-06-10,3.5,24.8,2.1,76.0,2.3
2020-06-11,23.5,23.3,3.8,94.0,0.0
2020-06-12,6.5,24.1,3.0,91.0,1.0
2020-06-13,44.5,23.9,3.2,95.0,0.0
2020-06-14,10.5,24.6,3.8,91.0,0.9
2020-06-15,0.0,26.3,3.8,72.0,8.1
2020-06-16,0.0,25.4,3.8,61.0,8.2
2020-06-17,0.0,24.2,3.4,55.0,10.4
2020-06-18,41.5,21.0,4.6,84.0,0.0
2020-06-19,30.0,20.8,4.1,84.0,0.2
2020-06-20,0.0,22.7,3.1,63.0,6.1
2020-06-21,0.0,23.7,3.6,64.0,7.3
2020-06-22,0.0,25.8,5.1,56.0,3.8
2020-06-23,0.0,25.9,3.0,55.0,13.8
2020-06-24,0.0,25.6,3.3,65.0,13.4
2020-06-25,2.5,25.2,3.9,80.0,0.0
2020-06-26,0.0,26.2,3.9,87.0,4.3
2020-06-27,0.0,26.1,2.9,76.0,1.0
2020-06-28,7.5,24.2,2.7,81.0,1.7
2020-06-29,0.0,25.1,2.3,61.0,9.3
2020-06-30,74.0,24.1,5.4,88.0,0.0
2020-07-01,4.0,24.4,4.6,81.0,3.1
2020-07-02,0.0,24.2,3.6,66.0,6.9
2020-07-03,64.5,22.3,5.3,83.0,0.0
2020-07-04,10.5,23.8,3.9,91.0,0.2
2020-07-05,1.0,24.9,2.9,86.0,4.7
2020-07-06,48.5,24.7,4.2,94.0,0.0
2020-07-07,15.0,24.9,4.4,94.0,0.0
2020-07-08,87.0,24.6,2.5,88.0,3.0
2020-07-09,0.5,25.2,2.5,86.0,0.3
2020-07-10,45.5,25.5,2.9,91.0,0.1
2020-07-11,42.5,25.4,3.9,93.0,0.0
2020-07-12,0.0,25.7,3.6,69.0,2.7
2020-07-13,16.0,21.6,4.4,88.0,0.0
2020-07-14,78.0,24.7,4.9,89.0,1.5
2020-07-15,0.0,24.7,4.9,76.0,2.5
2020-07-16,0.0,25.3,2.3,73.0,8.1
2020-07-17,1.5,25.1,4.8,78.0,0.2
2020-07-18,0.0,25.8,3.0,81.0,7.8
2020-07-19,0.0,27.2,2.9,71.0,8.0
2020-07-20,0.0,28.0,3.0,74.0,7.3
2020-07-21,0.0,28.9,3.4,74.0,10.1
2020-07-22,0.0,28.3,2.8,71.0,6.7
2020-07-23,0.0,27.3,3.3,77.0,0.1
2020-07-24,60.0,26.3,3.5,83.0,0.0
2020-07-25,71.5,25.1,2.8,90.0,0.0
2020-07-26,10.0,25.4,2.1,88.0,0.2
2020-07-27,2.0,26.2,3.0,85.0,0.2
2020-07-28,0.5,26.7,3.9,89.0,1.3
2020-07-29,0.0,28.1,2.9,79.0,5.7
2020-07-30,18.0,27.4,3.0,83.0,3.8
2020-07-31,9.5,28.2,3.3,78.0,8.3
2020-08-01,0.0,28.4,2.4,68.0,11.6
2020-08-02,0.0,28.6,3.1,73.0,7.7
2020-08-03,0.0,28.2,2.9,78.0,2.7
2020-08-04,0.0,28.7,2.6,70.0,6.3
2020-08-05,0.0,29.0,2.8,70.0,11.7
2020-08-06,0.0,28.7,3.4,73.0,11.6
2020-08-07,0.0,28.8,3.5,75.0,6.7
2020-08-08,0.0,28.6,3.2,77.0,3.0
2020-08-09,0.0,29.1,3.5,77.0,9.3
2020-08-10,0.0,30.1,3.6,74.0,8.7
2020-08-11,0.0,29.4,4.0,80.0,7.2
2020-08-12,0.0,30.2,3.6,72.0,9.3
2020-08-13,0.0,30.9,3.1,70.0,7.9
2020-08-14,0.0,30.7,3.3,73.0,11.9
2020-08-15,0.0,31.7,3.3,68.0,12.5
2020-08-16,0.0,32.1,2.7,64.0,12.2
2020-08-17,0.0,32.4,3.0,61.0,12.5
2020-08-18,0.0,31.5,2.7,54.0,11.5
2020-08-19,0.0,30.4,3.7,62.0,12.5
2020-08-20,0.0,30.6,3.1,73.0,11.0
2020-08-21,1.0,30.6,2.3,72.0,11.4
2020-08-22,0.5,30.0,2.9,67.0,9.9
2020-08-23,0.0,29.8,3.5,66.0,11.5
2020-08-24,0.0,29.6,2.5,74.0,11.7
2020-08-25,0.0,30.2,3.3,70.0,12.0
2020-08-26,0.0,30.2,3.4,67.0,12.3
2020-08-27,0.0,30.0,3.2,69.0,8.0
2020-08-28,0.0,30.0,3.1,72.0,8.3
2020-08-29,5.0,30.6,3.3,72.0,11.9
2020-08-30,11.5,30.3,2.2,73.0,10.0
2020-08-31,0.0,30.7,2.6,63.0,12.0
2020-09-01,0.0,30.6,3.5,68.0,9.6
2020-09-02,19.0,29.5,5.4,74.0,3.9
2020-09-03,0.0,29.6,3.6,73.0,2.5
2020-09-04,0.5,28.5,2.5,77.0,2.5
2020-09-05,17.0,29.3,2.9,73.0,10.6
2020-09-06,8.5,28.3,7.4,75.0,4.2
2020-09-07,4.0,27.9,6.6,78.0,4.6
2020-09-08,0.0,28.3,4.2,71.0,10.6
2020-09-09,3.0,25.7,2.2,73.0,0.2
2020-09-10,2.5,25.5,2.6,81.0,1.2
2020-09-11,0.0,27.2,3.4,78.0,2.2
2020-09-12,0.0,28.4,3.8,71.0,7.9
2020-09-13,3.0,26.9,3.5,75.0,1.8
2020-09-14,0.0,24.6,2.3,64.0,5.5
2020-09-15,0.0,24.9,2.1,60.0,10.5
2020-09-16,0.0,25.8,3.7,71.0,2.0
2020-09-17,0.0,27.0,2.8,82.0,0.6
2020-09-18,1.0,26.9,4.8,80.0,0.9
2020-09-19,0.0,25.2,3.3,53.0,6.2
2020-09-20,0.0,23.7,2.5,51.0,2.5
2020-09-21,0.0,23.7,4.3,52.0,10.3
2020-09-22,0.0,24.1,6.2,58.0,5.9
2020-09-23,0.0,26.0,5.5,56.0,4.5
2020-09-24,4.5,24.9,2.3,72.0,0.3
2020-09-25,77.5,22.0,3.8,91.0,0.0
2020-09-26,0.0,22.9,2.5,76.0,0.2
2020-09-27,0.0,22.5,4.2,64.0,6.2
2020-09-28,0.0,22.2,3.9,61.0,6.9
2020-09-29,0.0,23.3,2.7,63.0,8.5
2020-09-30,2.0,22.9,2.7,65.0,2.9
2020-10-01,2.0,22.4,3.1,62.0,9.0
2020-10-02,0.0,22.3,2.5,65.0,11.2
2020-10-03,0.0,23.4,2.1,70.0,3.2
2020-10-04,0.0,23.9,2.2,73.0,0.4
2020-10-05,1.5,22.5,3.6,63.0,5.0
2020-10-06,0.0,20.1,4.1,50.0,6.5
2020-10-07,3.0,20.5,5.6,59.0,2.4
2020-10-08,34.0,17.1,6.1,85.0,0.0
2020-10-09,51.0,19.0,10.2,86.0,0.0
2020-10-10,10.0,22.3,6.3,74.0,3.1
2020-10-11,0.0,22.6,2.4,67.0,2.5
2020-10-12,0.0,22.8,2.4,69.0,10.7
2020-10-13,0.0,22.5,2.6,57.0,7.3
2020-10-14,0.0,21.0,2.8,64.0,10.5
2020-10-15,0.0,19.7,3.9,52.0,10.2
2020-10-16,0.0,19.5,2.5,47.0,4.9
2020-10-17,19.0,13.7,3.2,85.0,0.0
2020-10-18,0.0,15.4,2.0,77.0,6.2
2020-10-19,0.0,16.1,1.8,77.0,0.4
2020-10-20,0.0,17.7,3.0,68.0,9.3
2020-10-21,0.0,19.4,4.8,61.0,9.2
2020-10-22,0.0,20.3,8.6,67.0,1.2
2020-10-23,34.0,18.5,3.5,74.0,1.5
2020-10-24,0.0,15.9,4.6,53.0,9.4
2020-10-25,0.0,15.3,3.4,53.0,10.2
2020-10-26,0.0,16.7,2.9,61.0,10.1
2020-10-27,0.0,16.9,2.4,59.0,9.8
2020-10-28,0.0,17.0,2.1,62.0,4.6
2020-10-29,0.0,17.4,2.9,55.0,7.9
2020-10-30,0.0,14.9,4.3,55.0,5.1
2020-10-31,0.0,14.5,2.1,59.0,10.1
2020-11-01,0.0,17.9,5.3,57.0,5.8
2020-11-02,38.5,17.0,3.1,86.0,0.0
2020-11-03,0.5,15.6,3.8,51.0,6.9
2020-11-04,0.0,12.4,4.5,51.0,7.7
2020-11-05,0.0,13.4,2.0,54.0,9.2
2020-11-06,0.0,16.3,2.5,63.0,4.0
2020-11-07,4.5,17.8,3.3,85.0,0.0
2020-11-08,0.0,17.7,3.4,63.0,6.7
2020-11-09,0.0,13.7,3.7,57.0,6.9
2020-11-10,0.0,12.4,4.6,55.0,7.6
2020-11-11,0.0,11.8,3.3,59.0,3.6
2020-11-12,0.0,13.3,2.6,64.0,8.2
2020-11-13,0.0,15.5,3.0,72.0,0.1
2020-11-14,0.0,15.2,2.5,56.0,9.7
2020-11-15,0.0,15.5,2.3,64.0,9.6
2020-11-16,0.0,17.8,2.4,72.0,7.3
2020-11-17,0.0,17.6,2.9,56.0,9.4
2020-11-18,0.0,19.2,3.3,66.0,9.0
2020-11-19,0.0,20.8,3.2,71.0,8.3
2020-11-20,4.5,20.9,3.9,78.0,0.4
2020-11-21,0.0,14.2,4.4,58.0,6.4
2020-11-22,0.0,14.4,2.6,70.0,4.3
2020-11-23,0.0,14.8,4.5,66.0,5.8
2020-11-24,0.0,12.7,3.2,61.0,9.5
2020-11-25,0.0,12.6,1.9,61.0,0.1
2020-11-26,0.0,13.6,2.3,66.0,8.6
2020-11-27,0.5,15.0,3.2,62.0,6.5
2020-11-28,0.0,11.5,3.9,60.0,3.0
2020-11-29,0.0,10.8,2.8,64.0,3.9
2020-11-30,0.0,11.2,3.4,56.0,7.1
2020-12-01,0.0,11.4,2.6,58.0,6.9
2020-12-02,0.0,11.4,2.1,71.0,9.5
2020-12-03,0.0,11.7,3.3,61.0,6.7
2020-12-04,0.0,11.0,3.4,54.0,9.0
2020-12-05,0.0,11.2,2.9,54.0,9.4
2020-12-06,0.0,10.5,2.1,60.0,8.4
2020-12-07,0.0,11.6,2.4,61.0,7.4
2020-12-08,0.0,12.2,3.3,51.0,8.5
2020-12-09,0.0,10.6,1.7,59.0,6.6
2020-12-10,0.0,11.1,2.6,66.0,5.8
2020-12-11,0.0,12.7,2.3,63.0,8.1
2020-12-12,0.0,13.2,3.5,57.0,5.3
2020-12-13,0.0,10.4,3.7,56.0,2.1
2020-12-14,0.0,8.8,5.3,56.0,2.0
2020-12-15,0.0,4.8,5.4,50.0,5.9
2020-12-16,0.0,3.9,6.8,50.0,8.1
2020-12-17,0.0,4.2,4.4,61.0,5.3
2020-12-18,0.0,7.0,5.0,53.0,6.8
2020-12-19,0.0,6.2,3.7,63.0,1.7
2020-12-20,0.0,5.4,3.4,62.0,5.1
2020-12-21,0.0,6.5,3.7,56.0,7.9
2020-12-22,0.0,8.1,3.0,52.0,8.2
2020-12-23,0.0,8.6,2.5,52.0,8.3
2020-12-24,2.0,8.2,2.2,76.0,0.0
2020-12-25,0.0,7.9,5.1,57.0,8.5
2020-12-26,0.0,7.1,3.6,51.0,6.8
2020-12-27,1.0,8.0,2.0,59.0,5.9
2020-12-28,7.5,9.3,2.9,78.0,5.3
2020-12-29,0.0,9.5,2.1,69.0,5.1
2020-12-30,3.0,7.4,6.2,73.0,4.1
2020-12-31,0.0,3.0,6.2,61.0,5.8
