É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2023/05/11 19:43:45

,êºã{,êºã{,êºã{
2018/7/11,0.0,8,1
2018/7/12,0.0,8,1
2018/7/13,0.0,8,1
2018/7/14,0.0,8,1
2018/7/15,0.0,8,1
2018/7/16,0.0,8,1
2018/7/17,0.0,8,1
2018/7/18,0.0,8,1
2018/7/19,0.0,8,1
2018/7/20,0.0,8,1
2018/7/21,0.0,8,1
2018/7/22,0.0,8,1
2018/7/23,0.0,8,1
2018/7/24,0.0,8,1
2018/7/25,0.0,8,1
2018/7/26,2.0,8,1
2018/7/27,0.5,8,1
2018/7/28,0.0,8,1
2018/7/29,64.0,8,1
2018/7/30,0.0,8,1
2018/7/31,0.0,8,1
2018/8/1,0.0,8,1
2018/8/2,0.0,8,1
2018/8/3,0.0,8,1
2018/8/4,0.0,8,1
2018/8/5,0.0,8,1
2018/8/6,0.0,8,1
2018/8/7,0.0,8,1
2018/8/8,0.0,8,1
2018/8/9,0.0,8,1
2018/8/10,0.0,8,1
2018/8/11,0.0,8,1
2018/8/12,0.0,8,1
2018/8/13,0.0,8,1
2018/8/14,0.0,8,1
2018/8/15,1.0,8,1
2018/8/16,0.5,8,1
2018/8/17,0.0,8,1
2018/8/18,0.0,8,1
2018/8/19,0.0,8,1
2018/8/20,0.0,8,1
2018/8/21,0.0,8,1
2018/8/22,0.0,8,1
2018/8/23,48.0,8,1
2018/8/24,42.0,8,1
2018/8/25,0.0,8,1
2018/8/26,0.0,8,1
2018/8/27,0.0,8,1
2018/8/28,0.5,8,1
2018/8/29,0.0,8,1
2018/8/30,0.0,8,1
2018/8/31,29.5,8,1
2018/9/1,5.0,8,1
2018/9/2,0.0,8,1
2018/9/3,0.0,8,1
2018/9/4,67.0,8,1
2018/9/5,0.0,8,1
2018/9/6,9.0,8,1
2018/9/7,79.5,8,1
2018/9/8,67.0,8,1
2018/9/9,32.0,8,1
2018/9/10,24.0,8,1
2018/9/11,0.0,8,1
2018/9/12,3.0,8,1
2018/9/13,0.5,8,1
2018/9/14,15.5,8,1
2018/9/15,0.5,8,1
2018/9/16,0.0,8,1
2018/9/17,0.0,8,1
2018/9/18,0.0,8,1
2018/9/19,0.0,8,1
2018/9/20,28.0,8,1
2018/9/21,16.5,8,1
2018/9/22,9.5,8,1
2018/9/23,0.0,8,1
2018/9/24,0.0,8,1
2018/9/25,2.5,8,1
2018/9/26,9.0,8,1
2018/9/27,11.0,8,1
2018/9/28,0.0,8,1
2018/9/29,49.5,8,1
2018/9/30,42.5,8,1
2018/10/1,0.5,8,1
2018/10/2,0.0,8,1
2018/10/3,0.0,8,1
2018/10/4,1.0,8,1
2018/10/5,0.0,8,1
2018/10/6,5.0,8,1
2018/10/7,0.0,8,1
2018/10/8,0.0,8,1
2018/10/9,0.0,8,1
2018/10/10,12.0,8,1
2018/10/11,6.5,8,1
2018/10/12,0.0,8,1
2018/10/13,0.0,8,1
2018/10/14,0.0,8,1
2018/10/15,0.0,8,1
2018/10/16,0.0,8,1
2018/10/17,0.5,8,1
2018/10/18,0.0,8,1
2018/10/19,0.0,8,1
2018/10/20,0.0,8,1
2018/10/21,0.0,8,1
2018/10/22,0.0,8,1
2018/10/23,4.0,8,1
2018/10/24,0.0,8,1
2018/10/25,0.0,8,1
2018/10/26,5.0,8,1
2018/10/27,8.0,8,1
2018/10/28,0.0,8,1
2018/10/29,0.0,8,1
2018/10/30,0.0,8,1
2018/10/31,0.0,8,1
2018/11/1,0.0,8,1
2018/11/2,0.0,8,1
2018/11/3,0.0,8,1
2018/11/4,0.0,8,1
2018/11/5,0.0,8,1
2018/11/6,0.0,8,1
2018/11/7,0.0,8,1
2018/11/8,0.0,8,1
2018/11/9,10.0,8,1
2018/11/10,0.0,8,1
2018/11/11,0.0,8,1
2018/11/12,0.0,8,1
2018/11/13,0.0,8,1
2018/11/14,0.0,8,1
2018/11/15,0.0,8,1
2018/11/16,0.0,8,1
2018/11/17,0.0,8,1
2018/11/18,0.0,8,1
2018/11/19,1.5,8,1
2018/11/20,0.0,8,1
2018/11/21,0.0,8,1
2018/11/22,1.5,8,1
2018/11/23,0.0,8,1
2018/11/24,0.0,8,1
2018/11/25,0.0,8,1
2018/11/26,0.0,8,1
2018/11/27,0.0,8,1
2018/11/28,4.0,8,1
2018/11/29,0.0,8,1
2018/11/30,0.0,8,1
2018/12/1,0.0,8,1
2018/12/2,0.0,8,1
2018/12/3,2.0,8,1
2018/12/4,9.5,8,1
2018/12/5,0.0,8,1
2018/12/6,6.0,8,1
2018/12/7,0.5,8,1
2018/12/8,0.0,8,1
2018/12/9,0.0,8,1
2018/12/10,0.0,8,1
2018/12/11,1.5,8,1
2018/12/12,9.0,8,1
2018/12/13,0.0,8,1
2018/12/14,0.0,8,1
2018/12/15,0.0,8,1
2018/12/16,14.5,8,1
2018/12/17,4.5,8,1
2018/12/18,0.0,8,1
2018/12/19,0.0,8,1
2018/12/20,0.5,8,1
2018/12/21,1.0,8,1
2018/12/22,5.5,8,1
2018/12/23,0.0,8,1
2018/12/24,0.0,8,1
2018/12/25,0.0,8,1
2018/12/26,0.0,8,1
2018/12/27,0.0,8,1
2018/12/28,1.0,8,1
2018/12/29,0.5,8,1
2018/12/30,0.0,8,1
2018/12/31,0.0,8,1
2019/1/1,1.0,8,1
2019/1/2,0.5,8,1
2019/1/3,0.0,8,1
2019/1/4,0.0,8,1
2019/1/5,0.0,8,1
2019/1/6,0.0,8,1
2019/1/7,0.0,8,1
2019/1/8,0.0,8,1
2019/1/9,0.5,8,1
2019/1/10,0.0,8,1
2019/1/11,0.0,8,1
2019/1/12,0.0,8,1
2019/1/13,0.0,8,1
2019/1/14,0.0,8,1
2019/1/15,1.5,8,1
2019/1/16,0.0,8,1
2019/1/17,0.0,8,1
2019/1/18,0.0,8,1
2019/1/19,0.0,8,1
2019/1/20,2.5,8,1
2019/1/21,0.0,8,1
2019/1/22,0.0,8,1
2019/1/23,0.0,8,1
2019/1/24,0.0,8,1
2019/1/25,0.0,8,1
2019/1/26,0.0,8,1
2019/1/27,0.0,8,1
2019/1/28,0.5,8,1
2019/1/29,0.0,8,1
2019/1/30,0.0,8,1
2019/1/31,15.5,8,1
2019/2/1,0.0,8,1
2019/2/2,0.0,8,1
2019/2/3,5.5,8,1
2019/2/4,0.5,8,1
2019/2/5,0.0,8,1
2019/2/6,5.5,8,1
2019/2/7,0.0,8,1
2019/2/8,0.0,8,1
2019/2/9,0.0,8,1
2019/2/10,0.0,8,1
2019/2/11,1.5,8,1
2019/2/12,0.0,8,1
2019/2/13,0.0,8,1
2019/2/14,0.0,8,1
2019/2/15,0.0,8,1
2019/2/16,0.0,8,1
2019/2/17,0.0,8,1
2019/2/18,0.0,8,1
2019/2/19,17.0,8,1
2019/2/20,0.0,8,1
2019/2/21,0.0,8,1
2019/2/22,0.0,8,1
2019/2/23,0.0,8,1
2019/2/24,0.0,8,1
2019/2/25,0.0,8,1
2019/2/26,0.0,8,1
2019/2/27,0.0,8,1
2019/2/28,11.0,8,1
2019/3/1,0.0,8,1
2019/3/2,0.0,8,1
2019/3/3,2.5,8,1
2019/3/4,17.0,8,1
2019/3/5,0.0,8,1
2019/3/6,6.0,8,1
2019/3/7,1.0,8,1
2019/3/8,0.0,8,1
2019/3/9,0.0,8,1
2019/3/10,14.0,8,1
2019/3/11,11.5,8,1
2019/3/12,0.5,8,1
2019/3/13,1.0,8,1
2019/3/14,0.0,8,1
2019/3/15,0.0,8,1
2019/3/16,5.0,8,1
2019/3/17,1.5,8,1
2019/3/18,0.0,8,1
2019/3/19,2.0,8,1
2019/3/20,0.0,8,1
2019/3/21,4.0,8,1
2019/3/22,0.0,8,1
2019/3/23,0.0,8,1
2019/3/24,0.0,8,1
2019/3/25,0.0,8,1
2019/3/26,0.0,8,1
2019/3/27,0.0,8,1
2019/3/28,0.0,8,1
2019/3/29,0.0,8,1
2019/3/30,11.5,8,1
2019/3/31,1.0,8,1
2019/4/1,1.5,8,1
2019/4/2,0.5,8,1
2019/4/3,0.0,8,1
2019/4/4,0.0,8,1
2019/4/5,0.0,8,1
2019/4/6,0.0,8,1
2019/4/7,1.0,8,1
2019/4/8,8.0,8,1
2019/4/9,0.0,8,1
2019/4/10,19.5,8,1
2019/4/11,0.0,8,1
2019/4/12,0.0,8,1
2019/4/13,0.0,8,1
2019/4/14,27.5,8,1
2019/4/15,0.0,8,1
2019/4/16,0.0,8,1
2019/4/17,0.0,8,1
2019/4/18,0.0,8,1
2019/4/19,0.0,8,1
2019/4/20,0.0,8,1
2019/4/21,0.0,8,1
2019/4/22,0.0,8,1
2019/4/23,0.0,8,1
2019/4/24,2.0,8,1
2019/4/25,0.0,8,1
2019/4/26,5.0,8,1
2019/4/27,0.5,8,1
2019/4/28,0.0,8,1
2019/4/29,15.0,8,1
2019/4/30,23.0,8,1
2019/5/1,4.0,8,1
2019/5/2,0.0,8,1
2019/5/3,0.5,8,1
2019/5/4,0.0,8,1
2019/5/5,0.0,8,1
2019/5/6,3.0,8,1
2019/5/7,0.0,8,1
2019/5/8,0.0,8,1
2019/5/9,0.0,8,1
2019/5/10,0.0,8,1
2019/5/11,0.0,8,1
2019/5/12,0.0,8,1
2019/5/13,0.0,8,1
2019/5/14,0.0,8,1
2019/5/15,0.0,8,1
2019/5/16,0.0,8,1
2019/5/17,0.0,8,1
2019/5/18,0.0,8,1
2019/5/19,0.0,8,1
2019/5/20,11.5,8,1
2019/5/21,31.5,8,1
2019/5/22,0.0,8,1
2019/5/23,0.0,8,1
2019/5/24,0.0,8,1
2019/5/25,0.0,8,1
2019/5/26,0.0,8,1
2019/5/27,0.0,8,1
2019/5/28,50.0,8,1
2019/5/29,0.0,8,1
2019/5/30,0.0,8,1
2019/5/31,0.0,8,1
2019/6/1,0.0,8,1
2019/6/2,0.0,8,1
2019/6/3,0.0,8,1
2019/6/4,0.0,8,1
2019/6/5,0.0,8,1
2019/6/6,0.0,8,1
2019/6/7,30.5,8,1
2019/6/8,0.0,8,1
2019/6/9,0.0,8,1
2019/6/10,0.0,8,1
2019/6/11,0.0,8,1
2019/6/12,0.0,8,1
2019/6/13,0.0,8,1
2019/6/14,6.0,8,1
2019/6/15,20.5,8,1
2019/6/16,0.0,8,1
2019/6/17,0.0,8,1
2019/6/18,0.0,8,1
2019/6/19,0.0,8,1
2019/6/20,0.0,8,1
2019/6/21,0.0,8,1
2019/6/22,1.5,8,1
2019/6/23,2.5,8,1
2019/6/24,0.0,8,1
2019/6/25,0.0,8,1
2019/6/26,4.5,8,1
2019/6/27,56.5,8,1
2019/6/28,1.0,8,1
2019/6/29,4.0,8,1
2019/6/30,41.5,8,1
2019/7/1,7.5,8,1
2019/7/2,5.0,8,1
2019/7/3,4.5,8,1
2019/7/4,9.5,8,1
2019/7/5,0.0,8,1
2019/7/6,0.0,8,1
2019/7/7,0.0,8,1
2019/7/8,0.0,8,1
2019/7/9,2.5,8,1
2019/7/10,0.0,8,1
2019/7/11,35.5,8,1
2019/7/12,0.5,8,1
2019/7/13,8.5,8,1
2019/7/14,6.0,8,1
2019/7/15,0.0,8,1
2019/7/16,0.0,8,1
2019/7/17,0.5,8,1
2019/7/18,17.0,8,1
2019/7/19,28.5,8,1
2019/7/20,0.0,8,1
2019/7/21,1.0,8,1
2019/7/22,12.0,8,1
2019/7/23,3.5,8,1
2019/7/24,0.0,8,1
2019/7/25,0.0,8,1
2019/7/26,0.0,8,1
2019/7/27,8.0,8,1
2019/7/28,0.0,8,1
2019/7/29,0.0,8,1
2019/7/30,0.0,8,1
2019/7/31,0.0,8,1
2019/8/1,0.0,8,1
2019/8/2,0.0,8,1
2019/8/3,0.0,8,1
2019/8/4,0.0,8,1
2019/8/5,0.0,8,1
2019/8/6,0.0,8,1
2019/8/7,0.0,8,1
2019/8/8,0.0,8,1
2019/8/9,0.0,8,1
2019/8/10,0.0,8,1
2019/8/11,0.0,8,1
2019/8/12,0.0,8,1
2019/8/13,0.0,8,1
2019/8/14,1.0,8,1
2019/8/15,89.0,8,1
2019/8/16,34.0,8,1
2019/8/17,0.0,8,1
2019/8/18,0.0,8,1
2019/8/19,4.0,8,1
2019/8/20,10.0,8,1
2019/8/21,3.5,8,1
2019/8/22,1.0,8,1
2019/8/23,14.5,8,1
2019/8/24,0.5,8,1
2019/8/25,3.0,8,1
2019/8/26,0.0,8,1
2019/8/27,17.0,8,1
2019/8/28,32.0,8,1
2019/8/29,16.5,8,1
2019/8/30,20.0,8,1
2019/8/31,0.5,8,1
2019/9/1,0.0,8,1
2019/9/2,0.0,8,1
2019/9/3,0.0,8,1
2019/9/4,0.5,8,1
2019/9/5,1.0,8,1
2019/9/6,0.0,8,1
2019/9/7,0.0,8,1
2019/9/8,0.0,8,1
2019/9/9,0.0,8,1
2019/9/10,0.0,8,1
2019/9/11,7.5,8,1
2019/9/12,0.0,8,1
2019/9/13,20.5,8,1
2019/9/14,0.0,8,1
2019/9/15,0.0,8,1
2019/9/16,0.0,8,1
2019/9/17,0.0,8,1
2019/9/18,0.0,8,1
2019/9/19,0.0,8,1
2019/9/20,6.0,8,1
2019/9/21,1.0,8,1
2019/9/22,0.5,8,1
2019/9/23,7.0,8,1
2019/9/24,0.0,8,1
2019/9/25,0.0,8,1
2019/9/26,0.0,8,1
2019/9/27,0.0,8,1
2019/9/28,0.0,8,1
2019/9/29,0.0,8,1
2019/9/30,0.0,8,1
2019/10/1,0.0,8,1
2019/10/2,0.0,8,1
2019/10/3,31.5,8,1
2019/10/4,1.0,8,1
2019/10/5,0.0,8,1
2019/10/6,0.0,8,1
2019/10/7,0.0,8,1
2019/10/8,1.0,8,1
2019/10/9,0.0,8,1
2019/10/10,0.0,8,1
2019/10/11,0.0,8,1
2019/10/12,69.5,8,1
2019/10/13,0.0,8,1
2019/10/14,9.0,8,1
2019/10/15,0.0,8,1
2019/10/16,0.0,8,1
2019/10/17,0.0,8,1
2019/10/18,27.0,8,1
2019/10/19,4.5,8,1
2019/10/20,0.0,8,1
2019/10/21,7.5,8,1
2019/10/22,2.0,8,1
2019/10/23,0.0,8,1
2019/10/24,33.5,8,1
2019/10/25,19.0,8,1
2019/10/26,0.0,8,1
2019/10/27,0.5,8,1
2019/10/28,0.0,8,1
2019/10/29,10.5,8,1
2019/10/30,0.0,8,1
2019/10/31,0.0,8,1
2019/11/1,0.0,8,1
2019/11/2,0.0,8,1
2019/11/3,0.5,8,1
2019/11/4,0.0,8,1
2019/11/5,0.0,8,1
2019/11/6,0.0,8,1
2019/11/7,0.0,8,1
2019/11/8,0.0,8,1
2019/11/9,0.0,8,1
2019/11/10,0.0,8,1
2019/11/11,0.5,8,1
2019/11/12,0.0,8,1
2019/11/13,0.5,8,1
2019/11/14,0.0,8,1
2019/11/15,0.0,8,1
2019/11/16,0.0,8,1
2019/11/17,0.0,8,1
2019/11/18,2.0,8,1
2019/11/19,0.0,8,1
2019/11/20,0.0,8,1
2019/11/21,0.0,8,1
2019/11/22,0.0,8,1
2019/11/23,0.0,8,1
2019/11/24,0.0,8,1
2019/11/25,0.0,8,1
2019/11/26,0.0,8,1
2019/11/27,0.0,8,1
2019/11/28,0.0,8,1
2019/11/29,0.0,8,1
2019/11/30,0.0,8,1
2019/12/1,0.0,8,1
2019/12/2,19.0,8,1
2019/12/3,0.0,8,1
2019/12/4,0.0,8,1
2019/12/5,0.0,8,1
2019/12/6,0.0,8,1
2019/12/7,0.0,8,1
2019/12/8,0.0,8,1
2019/12/9,0.0,8,1
2019/12/10,0.0,8,1
2019/12/11,0.0,8,1
2019/12/12,0.0,8,1
2019/12/13,0.0,8,1
2019/12/14,0.0,8,1
2019/12/15,0.0,8,1
2019/12/16,0.0,8,1
2019/12/17,8.0,8,1
2019/12/18,7.0,8,1
2019/12/19,0.0,8,1
2019/12/20,0.0,8,1
2019/12/21,0.0,8,1
2019/12/22,8.5,8,1
2019/12/23,0.0,8,1
2019/12/24,0.0,8,1
2019/12/25,0.0,8,1
2019/12/26,5.5,8,1
2019/12/27,0.5,8,1
2019/12/28,0.0,8,1
2019/12/29,0.0,8,1
2019/12/30,22.0,8,1
2019/12/31,0.0,8,1
2020/1/1,0.0,8,1
2020/1/2,0.0,8,1
2020/1/3,0.0,8,1
2020/1/4,0.0,8,1
2020/1/5,0.0,8,1
2020/1/6,0.0,8,1
2020/1/7,2.0,8,1
2020/1/8,28.5,8,1
2020/1/9,0.0,8,1
2020/1/10,0.0,8,1
2020/1/11,0.0,8,1
2020/1/12,0.0,8,1
2020/1/13,0.0,8,1
2020/1/14,1.5,8,1
2020/1/15,0.0,8,1
2020/1/16,0.0,8,1
2020/1/17,0.0,8,1
2020/1/18,0.0,8,1
2020/1/19,0.5,8,1
2020/1/20,0.0,8,1
2020/1/21,0.0,8,1
2020/1/22,1.5,8,1
2020/1/23,38.0,8,1
2020/1/24,0.0,8,1
2020/1/25,0.0,8,1
2020/1/26,0.0,8,1
2020/1/27,5.5,8,1
2020/1/28,0.0,8,1
2020/1/29,3.0,8,1
2020/1/30,0.0,8,1
2020/1/31,0.0,8,1
2020/2/1,0.0,8,1
2020/2/2,0.0,8,1
2020/2/3,0.0,8,1
2020/2/4,0.0,8,1
2020/2/5,0.0,8,1
2020/2/6,0.0,8,1
2020/2/7,0.0,8,1
2020/2/8,0.0,8,1
2020/2/9,0.0,8,1
2020/2/10,0.0,8,1
2020/2/11,0.0,8,1
2020/2/12,6.0,8,1
2020/2/13,10.0,8,1
2020/2/14,0.5,8,1
2020/2/15,0.0,8,1
2020/2/16,18.5,8,1
2020/2/17,0.0,8,1
2020/2/18,0.0,8,1
2020/2/19,0.0,8,1
2020/2/20,0.0,8,1
2020/2/21,0.0,8,1
2020/2/22,11.0,8,1
2020/2/23,0.0,8,1
2020/2/24,0.0,8,1
2020/2/25,4.5,8,1
2020/2/26,6.0,8,1
2020/2/27,0.0,8,1
2020/2/28,0.0,8,1
2020/2/29,8.5,8,1
2020/3/1,0.0,8,1
2020/3/2,0.0,8,1
2020/3/3,0.0,8,1
2020/3/4,16.5,8,1
2020/3/5,2.0,8,1
2020/3/6,0.0,8,1
2020/3/7,0.5,8,1
2020/3/8,11.5,8,1
2020/3/9,0.0,8,1
2020/3/10,14.5,8,1
2020/3/11,0.0,8,1
2020/3/12,0.0,8,1
2020/3/13,0.0,8,1
2020/3/14,7.5,8,1
2020/3/15,2.0,8,1
2020/3/16,1.5,8,1
2020/3/17,0.0,8,1
2020/3/18,0.0,8,1
2020/3/19,0.0,8,1
2020/3/20,0.0,8,1
2020/3/21,0.0,8,1
2020/3/22,0.0,8,1
2020/3/23,0.0,8,1
2020/3/24,0.0,8,1
2020/3/25,0.0,8,1
2020/3/26,0.0,8,1
2020/3/27,38.5,8,1
2020/3/28,8.5,8,1
2020/3/29,9.5,8,1
2020/3/30,0.0,8,1
2020/3/31,0.0,8,1
2020/4/1,26.0,8,1
2020/4/2,0.0,8,1
2020/4/3,0.0,8,1
2020/4/4,0.0,8,1
2020/4/5,0.0,8,1
2020/4/6,0.0,8,1
2020/4/7,0.0,8,1
2020/4/8,0.0,8,1
2020/4/9,0.0,8,1
2020/4/10,0.0,8,1
2020/4/11,0.0,8,1
2020/4/12,21.5,8,1
2020/4/13,18.0,8,1
2020/4/14,0.0,8,1
2020/4/15,0.0,8,1
2020/4/16,0.0,8,1
2020/4/17,0.0,8,1
2020/4/18,32.5,8,1
2020/4/19,0.5,8,1
2020/4/20,23.5,8,1
2020/4/21,0.0,8,1
2020/4/22,0.0,8,1
2020/4/23,0.0,8,1
2020/4/24,0.0,8,1
2020/4/25,0.0,8,1
2020/4/26,0.0,8,1
2020/4/27,0.0,8,1
2020/4/28,0.0,8,1
2020/4/29,0.0,8,1
2020/4/30,0.0,8,1
2020/5/1,0.0,8,1
2020/5/2,0.0,8,1
2020/5/3,0.0,8,1
2020/5/4,0.5,8,1
2020/5/5,0.0,8,1
2020/5/6,0.0,8,1
2020/5/7,0.0,8,1
2020/5/8,0.0,8,1
2020/5/9,1.5,8,1
2020/5/10,3.0,8,1
2020/5/11,0.0,8,1
2020/5/12,0.0,8,1
2020/5/13,0.0,8,1
2020/5/14,0.0,8,1
2020/5/15,0.5,8,1
2020/5/16,22.0,8,1
2020/5/17,0.0,8,1
2020/5/18,53.0,8,1
2020/5/19,9.5,8,1
2020/5/20,0.0,8,1
2020/5/21,0.0,8,1
2020/5/22,0.0,8,1
2020/5/23,0.0,8,1
2020/5/24,0.0,8,1
2020/5/25,0.0,8,1
2020/5/26,2.0,8,1
2020/5/27,2.5,8,1
2020/5/28,0.0,8,1
2020/5/29,0.0,8,1
2020/5/30,0.0,8,1
2020/5/31,4.5,8,1
2020/6/1,0.0,8,1
2020/6/2,0.0,8,1
2020/6/3,0.0,8,1
2020/6/4,0.0,8,1
2020/6/5,0.0,8,1
2020/6/6,0.0,8,1
2020/6/7,0.0,8,1
2020/6/8,0.0,8,1
2020/6/9,0.0,8,1
2020/6/10,8.0,8,1
2020/6/11,31.0,8,1
2020/6/12,7.0,8,1
2020/6/13,57.0,8,1
2020/6/14,13.0,8,1
2020/6/15,0.0,8,1
2020/6/16,0.0,8,1
2020/6/17,0.0,8,1
2020/6/18,38.0,8,1
2020/6/19,51.0,8,1
2020/6/20,0.0,8,1
2020/6/21,0.0,8,1
2020/6/22,0.0,8,1
2020/6/23,0.0,8,1
2020/6/24,0.0,8,1
2020/6/25,1.5,8,1
2020/6/26,0.0,8,1
2020/6/27,0.0,8,1
2020/6/28,10.5,8,1
2020/6/29,0.0,8,1
2020/6/30,68.5,8,1
2020/7/1,2.0,8,1
2020/7/2,0.0,8,1
2020/7/3,85.0,8,1
2020/7/4,18.5,8,1
2020/7/5,1.5,8,1
2020/7/6,64.0,8,1
2020/7/7,16.0,8,1
2020/7/8,82.0,8,1
2020/7/9,1.5,8,1
2020/7/10,30.5,8,1
2020/7/11,37.5,8,1
2020/7/12,0.0,8,1
2020/7/13,17.0,8,1
2020/7/14,72.0,8,1
2020/7/15,0.0,8,1
2020/7/16,0.0,8,1
2020/7/17,1.0,8,1
2020/7/18,0.0,8,1
2020/7/19,0.0,8,1
2020/7/20,0.0,8,1
2020/7/21,0.0,8,1
2020/7/22,0.0,8,1
2020/7/23,0.0,8,1
2020/7/24,32.5,8,1
2020/7/25,69.5,8,1
2020/7/26,11.0,8,1
2020/7/27,1.0,8,1
2020/7/28,0.5,8,1
2020/7/29,0.0,8,1
2020/7/30,40.5,8,1
2020/7/31,9.0,8,1
2020/8/1,0.0,8,1
2020/8/2,0.0,8,1
2020/8/3,0.0,8,1
2020/8/4,0.0,8,1
2020/8/5,0.0,8,1
2020/8/6,0.0,8,1
2020/8/7,0.0,8,1
2020/8/8,0.0,8,1
2020/8/9,0.0,8,1
2020/8/10,0.0,8,1
2020/8/11,0.0,8,1
2020/8/12,0.0,8,1
2020/8/13,0.0,8,1
2020/8/14,0.0,8,1
2020/8/15,0.0,8,1
2020/8/16,0.0,8,1
2020/8/17,0.0,8,1
2020/8/18,0.0,8,1
2020/8/19,0.0,8,1
2020/8/20,0.0,8,1
2020/8/21,1.0,8,1
2020/8/22,21.5,8,1
2020/8/23,0.0,8,1
2020/8/24,0.0,8,1
2020/8/25,0.0,8,1
2020/8/26,0.0,8,1
2020/8/27,0.0,8,1
2020/8/28,0.0,8,1
2020/8/29,17.5,8,1
2020/8/30,15.5,8,1
2020/8/31,0.0,8,1
2020/9/1,0.0,8,1
2020/9/2,10.0,8,1
2020/9/3,0.0,8,1
2020/9/4,0.0,8,1
2020/9/5,22.5,8,1
2020/9/6,26.0,8,1
2020/9/7,8.5,8,1
2020/9/8,0.0,8,1
2020/9/9,2.5,8,1
2020/9/10,6.0,8,1
2020/9/11,0.5,8,1
2020/9/12,0.0,8,1
2020/9/13,6.0,8,1
2020/9/14,0.0,8,1
2020/9/15,0.0,8,1
2020/9/16,0.0,8,1
2020/9/17,0.0,8,1
2020/9/18,0.5,8,1
2020/9/19,0.0,8,1
2020/9/20,0.0,8,1
2020/9/21,0.0,8,1
2020/9/22,0.0,8,1
2020/9/23,0.0,8,1
2020/9/24,2.0,8,1
2020/9/25,75.5,8,1
2020/9/26,1.0,8,1
2020/9/27,0.0,8,1
2020/9/28,0.0,8,1
2020/9/29,0.0,8,1
2020/9/30,8.0,8,1
2020/10/1,2.0,8,1
2020/10/2,0.0,8,1
2020/10/3,0.0,8,1
2020/10/4,0.0,8,1
